Wavelength (nm),Pixel values
175.3545684814453,1.167250000000024
175.9578857421875,-3.342749999999967
176.56118774414062,1.577250000000106
177.16445922851562,-5.76275000000004
177.76771545410156,-4.212749999999971
178.37094116210938,-0.392750000000035
178.9741668701172,-0.26275000000003956
179.5773468017578,0.6272500000000605
180.1804962158203,3.7372499999999604
180.78363037109375,0.007250000000055934
181.38674926757812,-0.49275000000005775
181.98983764648438,1.0672500000000014
182.59291076660156,-2.4327499999999986
183.19595336914062,1.347249999999974
183.7989501953125,-1.3527499999999577
184.40194702148438,7.037250000000029
185.00494384765625,74.99725000000007
185.60787963867188,80.70724999999999
186.2108154296875,80.00724999999994
186.813720703125,81.48724999999996
187.4165802001953,80.09724999999997
188.01943969726562,84.15724999999992
188.6222686767578,83.67725000000002
189.22508239746094,86.99724999999995
189.82785034179688,84.66725000000002
190.4306182861328,82.11725000000007
191.0333709716797,91.49724999999995
191.63607788085938,89.61724999999996
192.23876953125,102.12724999999995
192.8414306640625,100.48725000000007
193.44406127929688,109.65725000000003
194.04669189453125,110.87724999999995
194.64927673339844,110.54725000000002
195.25186157226562,113.21724999999998
195.85440063476562,114.52725000000004
196.45692443847656,117.90725000000003
197.05941772460938,112.32724999999999
197.6619110107422,117.25725000000006
198.2643585205078,116.65725000000003
198.86679077148438,117.22724999999997
199.4691925048828,121.97724999999997
200.07156372070312,127.13724999999994
200.67391967773438,136.23724999999996
201.27626037597656,144.55725
201.87855529785156,165.45725
202.4808349609375,182.60725000000008
203.08311462402344,209.65724999999998
203.6853485107422,239.48725000000013
204.2875518798828,274.04724999999996
204.88973999023438,303.0172500000001
205.4918975830078,339.05725000000007
206.0940399169922,383.01725
206.69615173339844,423.4672499999999
207.29824829101562,470.7572500000001
207.9003143310547,531.6072500000001
208.50234985351562,602.9272500000001
209.1043701171875,691.7772500000002
209.70635986328125,819.2472500000001
210.308349609375,951.4172500000002
210.91029357910156,1084.59725
211.51220703125,1245.27725
212.11412048339844,1396.64725
212.71597290039062,1562.7272500000004
213.3178253173828,1748.74725
213.91964721679688,1918.5572500000003
214.52145385742188,2018.58725
215.12322998046875,2014.76725
215.7249755859375,1850.61725
216.32672119140625,1494.00725
216.9284210205078,1146.0772499999998
217.53009033203125,1333.00725
218.13174438476562,2245.96725
218.73336791992188,3435.55725
219.3349609375,4494.03725
219.93653869628906,5301.37725
220.53810119628906,5871.947249999999
221.13963317871094,6362.87725
221.7411346435547,6794.80725
222.34262084960938,7152.76725
222.94407653808594,7556.687250000001
223.54551696777344,7968.13725
224.14691162109375,8403.34725
224.74830627441406,8798.51725
225.3496551513672,9224.857250000001
225.95098876953125,9666.07725
226.5522918701172,10085.097249999999
227.15359497070312,10472.877250000001
227.75485229492188,10822.74725
228.35609436035156,11202.68725
228.95729064941406,11556.827250000002
229.5584716796875,12003.22725
230.15963745117188,12374.817250000002
230.76077270507812,12927.617250000001
231.3618621826172,13364.92725
231.96295166015625,13910.227250000002
232.56402587890625,14377.697250000001
233.16505432128906,14712.71725
233.76605224609375,15096.27725
234.36703491210938,15242.38725
234.96800231933594,15377.41725
235.56893920898438,15425.707250000001
236.1698455810547,15240.55725
236.77073669433594,15149.857250000001
237.37158203125,14920.82725
237.97242736816406,14593.73725
238.5732421875,14374.72725
239.17401123046875,14033.017249999999
239.7747802734375,13751.94725
240.37551879882812,13400.687249999999
240.97622680664062,13081.95725
241.57691955566406,12777.157250000002
242.1775665283203,12443.457250000001
242.7781982421875,12222.50725
243.37881469726562,11842.137250000002
243.97938537597656,11555.137250000002
244.57994079589844,11230.00725
245.18048095703125,10946.91725
245.78097534179688,10712.16725
246.38145446777344,10546.67725
246.98190307617188,10488.29725
247.58233642578125,10489.39725
248.18275451660156,10587.447250000001
248.7831268310547,10763.477250000002
249.38348388671875,11078.71725
249.98382568359375,11437.967250000002
250.5841064453125,11914.04725
251.18441772460938,12451.30725
251.78466796875,13091.777250000001
252.3848876953125,13782.39725
252.98509216308594,14496.357250000001
253.5852508544922,15206.387250000002
254.18540954589844,15990.027250000001
254.7855224609375,16683.93725
255.38563537597656,17345.197249999997
255.98570251464844,17935.97725
256.5857238769531,18552.427249999997
257.1857604980469,19022.52725
257.7857666015625,19446.92725
258.3857116699219,19660.807249999998
258.98565673828125,19883.797249999996
259.5855712890625,19965.017249999997
260.18548583984375,19959.587249999997
260.7853698730469,19889.877249999998
261.3852233886719,19861.57725
261.9850158691406,19964.40725
262.5848083496094,20097.287249999998
263.1845703125,20356.967249999998
263.7843017578125,20602.717249999998
264.3840026855469,20736.61725
264.98370361328125,20810.677249999997
265.5833740234375,20524.297249999996
266.1829833984375,20248.67725
266.7825927734375,19984.39725
267.3821716308594,19627.43725
267.9817199707031,19445.50725
268.58123779296875,19178.357249999997
269.1807556152344,18974.99725
269.78021240234375,18772.73725
270.3796691894531,18694.137249999996
270.9790954589844,18662.91725
271.5784912109375,18638.047249999996
272.1778564453125,18923.75725
272.7772216796875,19226.83725
273.37652587890625,19661.647249999998
273.975830078125,20151.16725
274.5750732421875,20653.02725
275.17431640625,21183.807249999998
275.7735595703125,21666.95725
276.3727722167969,22120.617249999996
276.971923828125,22604.03725
277.571044921875,22900.29725
278.1701354980469,23328.77725
278.76922607421875,23619.22725
279.3682861328125,23793.48725
279.9673156738281,24079.767249999997
280.56634521484375,24105.40725
281.165283203125,24319.53725
281.7642517089844,24264.887249999996
282.3631896972656,24303.447249999997
282.9620666503906,24303.557249999998
283.5609436035156,24195.427249999997
284.1597900390625,24134.287249999998
284.7586364746094,24056.59725
285.357421875,24031.18725
285.9562072753906,23818.227249999996
286.5549011230469,23530.467249999998
287.1536560058594,23047.717249999998
287.7523193359375,22370.15725
288.3509521484375,21581.70725
288.9495849609375,20870.27725
289.5481872558594,20638.23725
290.14678955078125,20876.45725
290.7453308105469,21416.68725
291.3438415527344,21718.98725
291.9423522949219,21909.75725
292.5408020019531,21764.47725
293.1392822265625,21515.717249999998
293.7377014160156,21224.84725
294.3360595703125,20875.877249999998
294.9344482421875,20502.76725
295.5327453613281,20102.02725
296.1310729980469,19504.52725
296.7293701171875,18683.767249999997
297.3276062011719,17862.20725
297.9258117675781,18097.647249999998
298.5240173339844,18991.987250000002
299.1222229003906,19682.38725
299.7203369140625,20147.27725
300.3185119628906,20330.13725
300.9165954589844,20500.25725
301.5146484375,20659.38725
302.1127014160156,20916.36725
302.710693359375,20967.66725
303.3086853027344,21134.037249999998
303.9066467285156,21359.49725
304.50457763671875,21316.99725
305.10247802734375,21336.84725
305.7003479003906,21414.41725
306.2982177734375,21354.97725
306.8960266113281,21253.15725
307.4938049316406,21029.90725
308.09161376953125,20853.697249999997
308.6893615722656,20597.92725
309.28704833984375,20306.77725
309.8847351074219,19955.067249999996
310.482421875,19806.967249999998
311.0800476074219,19758.607249999997
311.6776428222656,19991.867249999996
312.27520751953125,20168.267249999997
312.87274169921875,20419.65725
313.47027587890625,20333.13725
314.0677795410156,20304.07725
314.66522216796875,20219.31725
315.2626647949219,19864.377249999998
315.8600769042969,19492.817249999996
316.45745849609375,19141.857249999997
317.0548095703125,18871.93725
317.6521301269531,18832.177249999997
318.24945068359375,18903.57725
318.8467102050781,19002.98725
319.4439697265625,19134.98725
320.0411682128906,19090.13725
320.63836669921875,19003.397249999998
321.2355041503906,18939.787249999998
321.8326416015625,18735.837249999997
322.42974853515625,18520.217249999998
323.0268249511719,18351.83725
323.6238708496094,18233.147249999998
324.22088623046875,17859.99725
324.81787109375,17674.66725
325.41485595703125,17323.42725
326.0118103027344,16989.237250000002
326.6087341308594,16698.43725
327.20562744140625,16318.57725
327.8024597167969,16025.287250000001
328.3992919921875,15754.90725
328.99609375,15393.52725
329.5928649902344,15094.18725
330.1896057128906,14798.34725
330.78631591796875,14460.56725
331.3830261230469,14085.807250000002
331.97967529296875,13704.197250000001
332.5763244628906,13539.51725
333.1729431152344,13380.227250000002
333.7695007324219,13387.877250000001
334.3660583496094,13376.90725
334.9625549316406,13539.96725
335.5590515136719,13553.64725
336.155517578125,13622.05725
336.751953125,13615.877250000001
337.3483581542969,13692.18725
337.9447326660156,13708.937249999999
338.54107666015625,13755.867250000001
339.13739013671875,13833.607250000001
339.7336730957031,13910.317250000002
340.3299560546875,13797.377250000001
340.92620849609375,13663.637250000002
341.52239990234375,13556.217250000002
342.11859130859375,13674.23725
342.7147216796875,13935.58725
343.31085205078125,14257.80725
343.9069519042969,14447.72725
344.50299072265625,14686.58725
345.09906005859375,14855.61725
345.6950378417969,14994.357250000001
346.291015625,15055.527250000001
346.886962890625,15123.34725
347.48291015625,15178.57725
348.07879638671875,15097.627250000001
348.6746520996094,15102.67725
349.2705078125,15168.437249999999
349.8663330078125,15160.897250000002
350.4621276855469,15140.907250000002
351.057861328125,15067.567250000002
351.6535949707031,15089.07725
352.249267578125,14932.00725
352.8449401855469,14866.287250000001
353.4405822753906,14759.317250000002
354.03619384765625,14657.29725
354.63177490234375,14606.00725
355.227294921875,14738.127250000001
355.8228454589844,14933.437249999999
356.4183349609375,15134.397250000002
357.0138244628906,15300.23725
357.6092529296875,15297.50725
358.2046813964844,15124.457250000001
358.8000183105469,14895.71725
359.3953857421875,14581.107250000001
359.9906921386719,14494.13725
360.58599853515625,14144.58725
361.1812744140625,13899.76725
361.7764892578125,13439.13725
362.3716735839844,13092.367250000001
362.96685791015625,12505.25725
363.56201171875,11971.797250000001
364.1571350097656,11633.63725
364.752197265625,11673.827250000002
365.3472900390625,11750.127250000001
365.94232177734375,11865.287250000001
366.53729248046875,11905.267249999999
367.13226318359375,11741.87725
367.7272033691406,11497.467250000002
368.3221130371094,11216.97725
368.9169921875,11011.107250000001
369.5118713378906,10690.19725
370.106689453125,10413.21725
370.70147705078125,10222.51725
371.2962341308594,10097.887250000002
371.8909606933594,9913.867250000001
372.4856872558594,9681.787250000001
373.0803527832031,9522.16725
373.67498779296875,9393.657250000002
374.2696228027344,9368.707250000001
374.8642578125,9374.48725
375.4588317871094,9434.80725
376.0533142089844,9407.457250000001
376.6478576660156,9605.707250000001
377.2423095703125,9855.31725
377.8367614746094,10086.877250000001
378.43115234375,10270.33725
379.0255432128906,10452.577250000002
379.6199035644531,10170.20725
380.2142333984375,10115.91725
380.8085021972656,10039.967250000002
381.4028015136719,9979.43725
381.9970397949219,10179.35725
382.59124755859375,10135.75725
383.1854248046875,9796.20725
383.7795715332031,9602.05725
384.3736572265625,9374.357250000001
384.9677734375,9397.33725
385.56182861328125,9744.09725
386.1558532714844,10235.307250000002
386.7498474121094,10771.01725
387.3438415527344,11178.82725
387.937744140625,11460.80725
388.5316467285156,11238.97725
389.1255187988281,10810.817250000002
389.7193908691406,10771.84725
390.313232421875,10945.57725
390.906982421875,11164.48725
391.5007629394531,11675.07725
392.094482421875,12391.64725
392.6882019042969,12610.99725
393.2818603515625,11955.387250000002
393.87548828125,11572.25725
394.4690856933594,11535.857250000001
395.06268310546875,11192.68725
395.65625,11162.037250000001
396.249755859375,11466.457250000001
396.8432312011719,11988.72725
397.43670654296875,12793.04725
398.0301208496094,13418.17725
398.6235046386719,13174.00725
399.2169189453125,12465.037250000001
399.81024169921875,12022.64725
400.403564453125,11908.59725
400.996826171875,11867.58725
401.590087890625,11685.58725
402.1833190917969,11638.75725
402.7764587402344,11595.98725
403.36962890625,11640.647250000002
403.9627685546875,11752.257249999999
404.55584716796875,11942.117250000001
405.1489562988281,11793.25725
405.74200439453125,11163.75725
406.3349914550781,10497.43725
406.9279479980469,10356.53725
407.5209045410156,10577.82725
408.11383056640625,10976.22725
408.7066955566406,10998.68725
409.299560546875,10750.08725
409.89239501953125,10497.26725
410.48516845703125,10180.25725
411.07794189453125,10034.607250000001
411.670654296875,10124.04725
412.26336669921875,10273.797250000001
412.8560485839844,10033.09725
413.44866943359375,9501.95725
414.041259765625,8982.357250000001
414.63385009765625,8813.30725
415.22637939453125,8732.287250000001
415.81890869140625,8834.047250000001
416.4114074707031,8953.26725
417.00384521484375,8996.00725
417.5962829589844,9026.59725
418.18865966796875,9067.877250000001
418.7810363769531,9257.38725
419.3733825683594,9377.92725
419.96563720703125,9800.92725
420.55792236328125,10417.31725
421.1501770019531,11005.257249999999
421.74237060546875,10842.29725
422.3345642089844,10276.96725
422.9267272949219,9889.50725
423.51885986328125,9189.13725
424.1109313964844,8612.38725
424.7030029296875,8486.88725
425.2950134277344,8158.0472500000005
425.8869934082031,7918.657250000001
426.47894287109375,8341.17725
427.0708923339844,8844.127250000001
427.6627502441406,8504.57725
428.2546691894531,8369.217250000002
428.84649658203125,9015.73725
429.43829345703125,9744.327250000002
430.03009033203125,9699.867250000001
430.621826171875,8959.357250000001
431.21356201171875,7908.637250000002
431.8052062988281,7361.88725
432.3968811035156,7334.61725
432.9884948730469,7945.137250000001
433.580078125,8164.777250000001
434.1716003417969,7447.45725
434.7631530761719,7245.21725
435.3546447753906,7266.01725
435.9460754394531,7445.697249999999
436.53753662109375,7337.74725
437.12890625,7063.76725
437.72027587890625,7235.54725
438.3116455078125,7294.51725
438.9029235839844,7149.71725
439.4942321777344,6963.33725
440.0854187011719,7266.72725
440.6766662597656,8280.14725
441.267822265625,8586.06725
441.8589782714844,8049.57725
442.4500732421875,8014.757250000001
443.0411682128906,8313.57725
443.6322326660156,8215.08725
444.2232360839844,8011.57725
444.8142395019531,7892.76725
445.4051818847656,7824.2072499999995
445.99609375,7899.227250000002
446.5870056152344,7547.83725
447.1778869628906,7245.527249999999
447.7687072753906,7080.72725
448.3594970703125,7182.40725
448.9502868652344,7322.327249999999
449.5409851074219,7273.4172499999995
450.1317138671875,7189.17725
450.722412109375,6984.37725
451.3130798339844,7023.65725
451.9036865234375,6981.25725
452.4942626953125,6771.79725
453.0848083496094,6606.13725
453.6753234863281,6557.617249999999
454.26580810546875,6648.397249999999
454.85626220703125,6837.03725
455.4466552734375,6660.697249999999
456.03704833984375,6596.71725
456.6274108886719,6890.737249999999
457.2177429199219,7271.54725
457.8080139160156,7488.197249999999
458.39825439453125,7471.147249999999
458.9884948730469,7523.07725
459.57867431640625,7288.477249999999
460.1688232421875,7136.427249999999
460.75897216796875,7162.88725
461.34906005859375,6619.47725
461.9391174316406,6464.68725
462.5291442871094,6899.9572499999995
463.119140625,7465.677249999999
463.7091369628906,7920.63725
464.299072265625,8264.00725
464.88897705078125,8397.64725
465.47882080078125,8219.447250000001
466.06866455078125,7408.367249999999
466.6584777832031,6808.947249999999
467.2482604980469,6784.027249999999
467.8379821777344,6666.6672499999995
468.42767333984375,6070.7072499999995
469.0173645019531,5600.527249999999
469.6070251464844,5477.867249999999
470.1966247558594,5524.15725
470.7862243652344,5634.227249999999
471.375732421875,5753.71725
471.96527099609375,6131.857249999999
472.55474853515625,6640.10725
473.1441955566406,6640.78725
473.7336120605469,6318.277249999999
474.322998046875,6550.46725
474.91241455078125,6914.00725
475.501708984375,6647.67725
476.09100341796875,6413.88725
476.6802673339844,6201.557249999999
477.2695007324219,6384.25725
477.8586730957031,6494.05725
478.44781494140625,6225.037249999999
479.0369567871094,6392.387249999999
479.62603759765625,6777.98725
480.215087890625,6738.84725
480.80413818359375,6592.607249999999
481.39312744140625,6739.18725
481.9820556640625,6488.62725
482.5710144042969,6417.88725
483.1598815917969,6685.49725
483.7487487792969,7155.867249999999
484.33758544921875,8213.357250000001
484.9263916015625,14087.527250000001
485.51513671875,20956.36725
486.1038818359375,13364.37725
486.69256591796875,7382.367249999999
487.2812194824219,6687.6672499999995
487.8698425292969,5805.26725
488.4584655761719,5729.98725
489.0470275878906,5772.6672499999995
489.63555908203125,5660.537249999999
490.22406005859375,5536.2072499999995
490.8125305175781,5439.31725
491.40093994140625,5308.62725
491.98931884765625,5384.117249999999
492.5777282714844,5469.43725
493.1660461425781,5399.73725
493.75433349609375,5321.287249999999
494.3426208496094,5121.84725
494.93084716796875,4858.64725
495.51904296875,5477.64725
496.1072082519531,5821.497249999999
496.6953430175781,5029.04725
497.283447265625,4620.87725
497.87152099609375,4956.557249999999
498.4595642089844,5259.327249999999
499.047607421875,5226.007249999999
499.63555908203125,4900.927249999999
500.2234802246094,4815.84725
500.8114013671875,5221.23725
501.3992614746094,5223.52725
501.9870910644531,5106.607249999999
502.57489013671875,5090.237249999999
503.16265869140625,5007.507249999999
503.7503967285156,4696.157249999999
504.3381042480469,4675.4572499999995
504.9257507324219,4750.777249999999
505.5133972167969,4717.267249999999
506.1009826660156,4634.9572499999995
506.68853759765625,4265.51725
507.2760925292969,4284.19725
507.86358642578125,4358.81725
508.4510498046875,4104.46725
509.0384826660156,3941.2572499999997
509.6258544921875,3997.0072499999997
510.2132568359375,3981.8972499999995
510.80059814453125,3979.34725
511.3878479003906,3828.2472499999994
511.9751281738281,3704.79725
512.5623779296875,3718.35725
513.1495361328125,3631.5872499999996
513.7366943359375,3544.65725
514.3237915039062,3433.5472500000005
514.910888671875,3327.04725
515.498046875,3407.42725
516.0849609375,3463.5872499999996
516.6719970703125,3332.1772499999997
517.2589721679688,3191.30725
517.8458862304688,3222.91725
518.4327392578125,3351.5372500000003
519.0195922851562,3370.96725
519.6064453125,3115.56725
520.1932373046875,3038.69725
520.7799682617188,3201.3272500000003
521.36669921875,3144.31725
521.953369140625,3127.94725
522.5400390625,3233.31725
523.126708984375,3354.29725
523.7133178710938,3483.1172500000002
524.2998657226562,3510.9672499999997
524.8863525390625,3586.20725
525.4728393554688,3756.89725
526.0592651367188,3931.987249999999
526.645751953125,4069.5672499999996
527.2320556640625,4146.05725
527.8184814453125,4358.447249999999
528.40478515625,4644.39725
528.9910278320312,4625.82725
529.5772094726562,4614.737249999999
530.1634521484375,4585.30725
530.7496337890625,4556.69725
531.3358154296875,4567.90725
531.921875,4543.04725
532.5079345703125,4706.55725
533.093994140625,4821.50725
533.679931640625,4742.54725
534.2659301757812,4693.017249999999
534.8518676757812,4639.87725
535.4378051757812,4462.697249999999
536.023681640625,4289.54725
536.6094360351562,4303.71725
537.1952514648438,4586.03725
537.781005859375,4785.05725
538.3667602539062,4877.30725
538.952392578125,4942.96725
539.5380859375,4933.2072499999995
540.1236572265625,5058.367249999999
540.7092895507812,5255.80725
541.2948608398438,5415.537249999999
541.88037109375,5541.55725
542.4658203125,5547.077249999999
543.05126953125,5641.437249999999
543.63671875,5811.9572499999995
544.2220458984375,5912.39725
544.8074340820312,5843.787249999999
545.3927612304688,5792.96725
545.9779663085938,5958.56725
546.563232421875,6359.287249999999
547.1484985351562,6925.96725
547.7337036132812,7263.3372500000005
548.3187866210938,7131.657249999999
548.9038696289062,7144.9572499999995
549.4889526367188,7408.58725
550.0740356445312,7670.72725
550.6589965820312,7940.23725
551.243896484375,8521.97725
551.828857421875,9138.43725
552.4136962890625,9288.81725
552.9985961914062,9670.40725
553.5834350585938,9886.14725
554.1681518554688,10117.63725
554.7529296875,10670.197250000001
555.337646484375,11052.15725
555.92236328125,11152.12725
556.5070190429688,11228.90725
557.0916137695312,11477.38725
557.6761474609375,11553.09725
558.2607421875,11632.41725
558.84521484375,11833.41725
559.4296875,12235.147250000002
560.0140991210938,12609.507249999999
560.5984497070312,12713.11725
561.182861328125,12752.597249999999
561.7671508789062,12826.67725
562.3514404296875,13013.357250000001
562.9357299804688,13424.29725
563.5199584960938,13750.707250000001
564.1041259765625,14081.43725
564.688232421875,14233.33725
565.2723388671875,14440.08725
565.8564453125,14858.81725
566.4404907226562,15416.55725
567.0244750976562,15981.96725
567.6084594726562,16373.71725
568.1924438476562,17001.61725
568.7762451171875,17769.177249999997
569.3601684570312,18393.717249999998
569.9440307617188,18615.75725
570.5277709960938,19118.457249999996
571.1116333007812,19929.09725
571.6953735351562,19708.97725
572.2789916992188,19498.91725
572.8626708984375,20738.67725
573.4462890625,21619.267249999997
574.0298461914062,21874.57725
574.6134033203125,21797.73725
575.1968994140625,21511.38725
575.7803955078125,21961.82725
576.3638305664062,22704.83725
576.9472045898438,23926.767249999997
577.5305786132812,24734.70725
578.1138916015625,23372.20725
578.6971435546875,23063.207249999996
579.2804565429688,23881.52725
579.8636474609375,24290.787249999998
580.4468383789062,25423.24725
581.030029296875,27662.98725
581.6130981445312,26970.23725
582.1961669921875,24931.62725
582.7792358398438,24030.16725
583.3622436523438,24558.367249999996
583.9451904296875,25743.88725
584.528076171875,26718.28725
585.1110229492188,26738.88725
585.69384765625,26132.787249999998
586.2767333984375,26235.41725
586.8594970703125,27073.34725
587.4421997070312,27196.04725
588.0249633789062,27103.34725
588.6076049804688,27063.15725
589.1903076171875,27122.127249999998
589.7728881835938,27473.807249999998
590.35546875,27555.48725
590.93798828125,27663.61725
591.5205078125,27992.887249999996
592.1029663085938,28623.42725
592.6853637695312,28885.50725
593.2677612304688,28894.68725
593.85009765625,28920.807249999998
594.4324340820312,29054.25725
595.0147705078125,29088.647249999998
595.5969848632812,28912.747249999997
596.17919921875,29077.45725
596.7613525390625,29139.247249999997
597.3435668945312,29310.087249999997
597.9255981445312,29379.407249999997
598.5076904296875,29624.04725
599.0897216796875,29602.67725
599.6716918945312,29607.267249999997
600.253662109375,29661.54725
600.8355712890625,29699.517249999997
601.4174194335938,29639.53725
601.999267578125,29840.84725
602.5811157226562,29908.06725
603.162841796875,30015.557249999998
603.7445678710938,29850.397249999998
604.3262939453125,29963.78725
604.9078979492188,30124.32725
605.4895629882812,30107.81725
606.0711059570312,30115.54725
606.6526489257812,30143.767249999997
607.2341918945312,30185.79725
607.8156127929688,30138.42725
608.3970947265625,30093.107249999997
608.978515625,30198.42725
609.5598754882812,30209.58725
610.1411743164062,30182.027249999996
610.7224731445312,30251.73725
611.3037109375,29982.647249999998
611.8849487304688,29922.717249999998
612.4661254882812,30007.66725
613.0472412109375,29621.82725
613.62841796875,29599.72725
614.20947265625,29409.25725
614.7904663085938,29448.287249999998
615.3714599609375,29157.077250000002
615.952392578125,29003.20725
616.5333862304688,29029.61725
617.1142578125,28851.02725
617.695068359375,28831.25725
618.27587890625,28676.68725
618.856689453125,28620.70725
619.4374389648438,28471.90725
620.0181274414062,28525.16725
620.5987548828125,28295.86725
621.179443359375,28234.18725
621.760009765625,28281.09725
622.340576171875,28320.20725
622.9210205078125,28426.74725
623.5015869140625,28233.97725
624.0819702148438,28240.407249999997
624.6624145507812,28192.79725
625.24267578125,28306.45725
625.8230590820312,28373.467249999998
626.4033203125,28378.75725
626.9835815429688,28435.13725
627.5637817382812,28369.06725
628.1439208984375,28576.317249999996
628.72412109375,28659.057249999998
629.30419921875,28902.09725
629.88427734375,28889.77725
630.4642944335938,28927.65725
631.0443115234375,29113.45725
631.624267578125,29161.20725
632.2041625976562,29378.637249999996
632.7839965820312,29549.02725
633.3638916015625,29537.48725
633.9436645507812,29603.107249999997
634.5234375,29595.57725
635.1030883789062,29787.56725
635.6828002929688,29837.78725
636.262451171875,29942.127249999998
636.842041015625,29889.467249999998
637.421630859375,29983.977249999996
638.0011596679688,30112.54725
638.5806884765625,30105.74725
639.16015625,30195.16725
639.739501953125,30333.907249999997
640.3189086914062,30270.24725
640.8982543945312,30234.70725
641.4775390625,30241.267249999997
642.0568237304688,30366.017249999997
642.6361694335938,30365.00725
643.21533203125,30384.66725
643.7944946289062,30386.40725
644.3735961914062,30335.65725
644.9526977539062,30359.98725
645.53173828125,30353.41725
646.1107177734375,30225.687249999995
646.689697265625,30241.79725
647.2685546875,30174.817249999996
647.8474731445312,30141.70725
648.4263305664062,30004.54725
649.005126953125,30066.45725
